,CPI,BPP,NASDAQ
11/27/15,108.6937,109.2169,5127.52
11/28/15,108.6937,109.2187,#N/A
11/29/15,108.6937,109.2435,#N/A
11/30/15,108.6937,109.2512,5108.67
12/1/15,108.4643,109.2935,5156.31
12/2/15,108.4643,109.3074,5123.22
12/3/15,108.4643,109.2989,5037.53
12/4/15,108.4643,109.2988,5142.27
12/5/15,108.4643,109.3146,#N/A
12/6/15,108.4643,109.3453,#N/A
12/7/15,108.4643,109.3449,5101.81
12/8/15,108.4643,109.3377,5098.24
12/9/15,108.4643,109.3048,5022.87
12/10/15,108.4643,109.2872,5045.17
12/11/15,108.4643,109.2772,4933.47
12/12/15,108.4643,109.2818,#N/A
12/13/15,108.4643,109.2938,#N/A
12/14/15,108.4643,109.2983,4952.23
12/15/15,108.4643,109.2984,4995.36
12/16/15,108.4643,109.3068,5071.13
12/17/15,108.4643,109.3012,5002.55
12/18/15,108.4643,109.2782,4923.08
12/19/15,108.4643,109.2693,#N/A
12/20/15,108.4643,109.2537,#N/A
12/21/15,108.4643,109.2245,4968.92
12/22/15,108.4643,109.2285,5001.11
12/23/15,108.4643,109.2348,5045.93
12/24/15,108.4643,109.2351,5048.49
12/25/15,108.4643,109.2288,#N/A
12/26/15,108.4643,109.2268,#N/A
12/27/15,108.4643,109.2336,#N/A
12/28/15,108.4643,109.2571,5040.99
12/29/15,108.4643,109.2609,5107.94
12/30/15,108.4643,109.2534,5065.85
12/31/15,108.4643,109.2355,5007.41
1/1/16,108.0936,109.2361,#N/A
1/2/16,108.0936,109.2388,#N/A
1/3/16,108.0936,109.2199,#N/A
1/4/16,108.0936,109.2059,4903.09
1/5/16,108.0936,109.2132,4891.43
1/6/16,108.0936,109.22,4835.76
1/7/16,108.0936,109.2239,4689.43
1/8/16,108.0936,109.2153,4643.63
1/9/16,108.0936,109.2031,#N/A
1/10/16,108.0936,109.1947,#N/A
1/11/16,108.0936,109.1737,4637.99
1/12/16,108.0936,109.163,4685.92
1/13/16,108.0936,109.1475,4526.06
1/14/16,108.0936,109.1379,4615
1/15/16,108.0936,109.1112,4488.42
1/16/16,108.0936,109.0942,#N/A
1/17/16,108.0936,109.0832,#N/A
1/18/16,108.0936,109.0625,#N/A
1/19/16,108.0936,109.0503,4476.95
1/20/16,108.0936,109.0218,4471.69
1/21/16,108.0936,108.9978,4472.06
1/22/16,108.0936,108.9539,4591.18
1/23/16,108.0936,108.9312,#N/A
1/24/16,108.0936,108.9002,#N/A
1/25/16,108.0936,108.8955,4518.49
1/26/16,108.0936,108.8932,4567.67
1/27/16,108.0936,108.9045,4468.17
1/28/16,108.0936,108.884,4506.68
1/29/16,108.0936,108.8673,4613.95
1/30/16,108.0936,108.846,#N/A
1/31/16,108.0936,108.8525,#N/A
2/1/16,108.2723,108.8475,4620.37
2/2/16,108.2723,108.837,4516.95
2/3/16,108.2723,108.8412,4504.24
2/4/16,108.2723,108.8216,4509.56
2/5/16,108.2723,108.8009,4363.14
2/6/16,108.2723,108.7824,#N/A
2/7/16,108.2723,108.7595,#N/A
2/8/16,108.2723,108.7406,4283.75
2/9/16,108.2723,108.7311,4268.76
2/10/16,108.2723,108.736,4283.59
2/11/16,108.2723,108.7141,4266.84
2/12/16,108.2723,108.6825,4337.51
2/13/16,108.2723,108.6717,#N/A
2/14/16,108.2723,108.6825,#N/A
2/15/16,108.2723,108.6888,#N/A
2/16/16,108.2723,108.6951,4435.96
2/17/16,108.2723,108.7043,4534.06
2/18/16,108.2723,108.7182,4487.54
2/19/16,108.2723,108.7258,4504.43
2/20/16,108.2723,108.7342,#N/A
2/21/16,108.2723,108.7755,#N/A
2/22/16,108.2723,108.752,4570.61
2/23/16,108.2723,108.7509,4503.58
2/24/16,108.2723,108.7637,4542.61
2/25/16,108.2723,108.7707,4582.2
2/26/16,108.2723,108.7795,4590.47
2/27/16,108.2723,108.7975,#N/A
2/28/16,108.2723,108.8262,#N/A
2/29/16,108.2723,108.829,4557.95
3/1/16,108.3614,108.852,4689.6
3/2/16,108.3614,108.8763,4703.42
3/3/16,108.3614,108.9054,4707.42
3/4/16,108.3614,108.9351,4717.02
3/5/16,108.3614,108.9546,#N/A
3/6/16,108.3614,108.9642,#N/A
3/7/16,108.3614,108.9548,4708.25
3/8/16,108.3614,108.9532,4648.82
3/9/16,108.3614,108.9828,4674.38
3/10/16,108.3614,109.0196,4662.16
3/11/16,108.3614,109.0721,4748.47
3/12/16,108.3614,109.136,#N/A
3/13/16,108.3614,109.1694,#N/A
3/14/16,108.3614,109.1857,4750.28
3/15/16,108.3614,109.2079,4728.67
3/16/16,108.3614,109.2423,4763.97
3/17/16,108.3614,109.266,4774.99
3/18/16,108.3614,109.2756,4795.65
3/19/16,108.3614,109.2859,#N/A
3/20/16,108.3614,109.3264,#N/A
3/21/16,108.3614,109.3288,4808.87
3/22/16,108.3614,109.3453,4821.66
3/23/16,108.3614,109.3654,4768.86
3/24/16,108.3614,109.3895,4773.51
3/25/16,108.3614,109.4178,#N/A
3/26/16,108.3614,109.446,#N/A
3/27/16,108.3614,109.481,#N/A
3/28/16,108.3614,109.5059,4766.79
3/29/16,108.3614,109.5162,4846.62
3/30/16,108.3614,109.5306,4869.29
3/31/16,108.3614,109.5336,4869.85
4/1/16,108.828,109.6004,4914.54
4/2/16,108.828,109.6058,#N/A
4/3/16,108.828,109.5897,#N/A
4/4/16,108.828,109.6028,4891.8
4/5/16,108.828,109.6018,4843.93
4/6/16,108.828,109.6084,4920.72
4/7/16,108.828,109.6017,4848.37
4/8/16,108.828,109.5854,4850.69
4/9/16,108.828,109.5932,#N/A
4/10/16,108.828,109.6135,#N/A
4/11/16,108.828,109.6177,4833.4
4/12/16,108.828,109.6444,4872.09
4/13/16,108.828,109.6723,4947.42
4/14/16,108.828,109.6946,4945.89
4/15/16,108.828,109.724,4938.22
4/16/16,108.828,109.7601,#N/A
4/17/16,108.828,109.7791,#N/A
4/18/16,108.828,109.8029,4960.02
4/19/16,108.828,109.798,4940.33
4/20/16,108.828,109.8091,4948.13
4/21/16,108.828,109.8378,4945.89
4/22/16,108.828,109.8553,4906.23
4/23/16,108.828,109.8802,#N/A
4/24/16,108.828,109.8985,#N/A
4/25/16,108.828,109.8993,4895.79
4/26/16,108.828,109.9276,4888.28
4/27/16,108.828,109.968,4863.14
4/28/16,108.828,110.0009,4805.29
4/29/16,108.828,110.0463,4775.36
4/30/16,108.828,110.097,#N/A
5/1/16,109.344,110.097,#N/A
5/2/16,109.344,110.1,4817.59
5/3/16,109.344,110.122,4763.22
5/4/16,109.344,110.1507,4725.64
5/5/16,109.344,110.1639,4717.09
5/6/16,109.344,110.1736,4736.16
5/7/16,109.344,110.1784,#N/A
5/8/16,109.344,110.1914,#N/A
5/9/16,109.344,110.1791,4750.21
5/10/16,109.344,110.1942,4809.88
5/11/16,109.344,110.204,4760.69
5/12/16,109.344,110.2001,4737.33
5/13/16,109.344,110.1979,4717.68
5/14/16,109.344,110.2178,#N/A
5/15/16,109.344,110.2469,#N/A
5/16/16,109.344,110.2695,4775.46
5/17/16,109.344,110.2841,4715.73
5/18/16,109.344,110.29,4739.12
5/19/16,109.344,110.3309,4712.53
5/20/16,109.344,110.3402,4769.56
5/21/16,109.344,110.3675,#N/A
5/22/16,109.344,110.3678,#N/A
5/23/16,109.344,110.3491,4765.78
5/24/16,109.344,110.348,4861.06
5/25/16,109.344,110.3749,4894.89
5/26/16,109.344,110.3983,4901.77
5/27/16,109.344,110.4037,4933.5
5/28/16,109.344,110.4208,#N/A
5/29/16,109.344,110.4482,#N/A
5/30/16,109.344,110.4623,#N/A
5/31/16,109.344,110.4903,4948.05
6/1/16,109.7864,110.5378,4952.25
6/2/16,109.7864,110.5548,4971.36
6/3/16,109.7864,110.5623,4942.52
6/4/16,109.7864,110.574,#N/A
6/5/16,109.7864,110.584,#N/A
6/6/16,109.7864,110.619,4968.71
6/7/16,109.7864,110.6233,4961.75
6/8/16,109.7864,110.6377,4974.64
6/9/16,109.7864,110.6585,4958.62
6/10/16,109.7864,110.675,4894.55
6/11/16,109.7864,110.6514,#N/A
6/12/16,109.7864,110.6711,#N/A
6/13/16,109.7864,110.6762,4848.44
6/14/16,109.7864,110.6799,4843.55
6/15/16,109.7864,110.6772,4834.93
6/16/16,109.7864,110.6707,4844.91
6/17/16,109.7864,110.6556,4800.34
6/18/16,109.7864,110.6515,#N/A
6/19/16,109.7864,110.6627,#N/A
6/20/16,109.7864,110.6626,4837.21
6/21/16,109.7864,110.6626,4843.76
6/22/16,109.7864,110.6639,4833.32
6/23/16,109.7864,110.6368,4910.04
6/24/16,109.7864,110.631,4707.98
6/25/16,109.7864,110.6262,#N/A
6/26/16,109.7864,110.6223,#N/A
6/27/16,109.7864,110.6182,4594.44
6/28/16,109.7864,110.6104,4691.87
6/29/16,109.7864,110.6343,4779.25
6/30/16,109.7864,110.6102,4842.67
7/1/16,110.147,110.5955,4862.57
7/2/16,110.147,110.5961,#N/A
7/3/16,110.147,110.5978,#N/A
7/4/16,110.147,110.5933,#N/A
7/5/16,110.147,110.6002,4822.9
7/6/16,110.147,110.6127,4859.16
7/7/16,110.147,110.6333,4876.81
7/8/16,110.147,110.6256,4956.76
7/9/16,110.147,110.6106,#N/A
7/10/16,110.147,110.6143,#N/A
7/11/16,110.147,110.6115,4988.64
7/12/16,110.147,110.587,5022.82
7/13/16,110.147,110.5976,5005.73
7/14/16,110.147,110.57,5034.06
7/15/16,110.147,110.5712,5029.59
7/16/16,110.147,110.5798,#N/A
7/17/16,110.147,110.587,#N/A
7/18/16,110.147,110.5911,5055.78
7/19/16,110.147,110.5943,5036.37
7/20/16,110.147,110.6049,5089.93
7/21/16,110.147,110.6293,5073.9
7/22/16,110.147,110.6167,5100.16
7/23/16,110.147,110.6084,#N/A
7/24/16,110.147,110.6056,#N/A
7/25/16,110.147,110.6013,5097.63
7/26/16,110.147,110.597,5110.05
7/27/16,110.147,110.6001,5139.81
7/28/16,110.147,110.5884,5154.98
7/29/16,110.147,110.5835,5162.13
7/30/16,110.147,110.5901,#N/A
7/31/16,110.147,110.5922,#N/A
8/1/16,109.9687,110.5844,5184.2
8/2/16,109.9687,110.581,5137.73
8/3/16,109.9687,110.5577,5159.74
8/4/16,109.9687,110.5385,5166.25
8/5/16,109.9687,110.5395,5221.12
8/6/16,109.9687,110.5556,#N/A
8/7/16,109.9687,110.5697,#N/A
8/8/16,109.9687,110.5696,5213.14
8/9/16,109.9687,110.5794,5225.48
8/10/16,109.9687,110.5511,5204.58
8/11/16,109.9687,110.5645,5228.4
8/12/16,109.9687,110.5614,5232.89
8/13/16,109.9687,110.5748,#N/A
8/14/16,109.9687,110.5828,#N/A
8/15/16,109.9687,110.5687,5262.02
8/16/16,109.9687,110.5777,5227.11
8/17/16,109.9687,110.583,5228.66
8/18/16,109.9687,110.5893,5240.15
8/19/16,109.9687,110.6022,5238.38
8/20/16,109.9687,110.6161,#N/A
8/21/16,109.9687,110.6408,#N/A
8/22/16,109.9687,110.6473,5244.6
8/23/16,109.9687,110.6709,5260.08
8/24/16,109.9687,110.6848,5217.69
8/25/16,109.9687,110.71,5212.2
8/26/16,109.9687,110.7324,5218.92
8/27/16,109.9687,110.7523,#N/A
8/28/16,109.9687,110.7347,#N/A
8/29/16,109.9687,110.7412,5232.33
8/30/16,109.9687,110.7359,5222.99
8/31/16,109.9687,110.7428,5213.22
9/1/16,110.0697,110.7426,5227.21
9/2/16,110.0697,110.7483,5249.9
9/3/16,110.0697,110.7506,#N/A
9/4/16,110.0697,110.7468,#N/A
9/5/16,110.0697,110.7298,#N/A
9/6/16,110.0697,110.7294,5275.91
9/7/16,110.0697,110.7444,5283.93
9/8/16,110.0697,110.7579,5259.48
9/9/16,110.0697,110.7566,5125.91
9/10/16,110.0697,110.7539,#N/A
9/11/16,110.0697,110.7798,#N/A
9/12/16,110.0697,110.7843,5211.89
9/13/16,110.0697,110.782,5155.25
9/14/16,110.0697,110.7862,5173.77
9/15/16,110.0697,110.8002,5249.69
9/16/16,110.0697,110.7972,5244.57
9/17/16,110.0697,110.8068,#N/A
9/18/16,110.0697,110.8246,#N/A
9/19/16,110.0697,110.8391,5235.03
9/20/16,110.0697,110.8507,5241.35
9/21/16,110.0697,110.8704,5295.18
9/22/16,110.0697,110.8617,5339.52
9/23/16,110.0697,110.8599,5305.75
9/24/16,110.0697,110.8808,#N/A
9/25/16,110.0697,110.8964,#N/A
9/26/16,110.0697,110.9064,5257.49
9/27/16,110.0697,110.9149,5305.71
9/28/16,110.0697,110.9485,5318.55
9/29/16,110.0697,110.9586,5269.15
9/30/16,110.0697,110.9609,5312
10/1/16,110.3343,110.9769,#N/A
10/2/16,110.3343,110.9825,#N/A
10/3/16,110.3343,110.9898,5300.87
10/4/16,110.3343,111.0059,5289.66
10/5/16,110.3343,110.9871,5316.02
10/6/16,110.3343,110.9965,5306.85
10/7/16,110.3343,110.9987,5292.4
10/8/16,110.3343,111.016,#N/A
10/9/16,110.3343,111.0344,#N/A
10/10/16,110.3343,111.0403,5328.67
10/11/16,110.3343,111.0466,5246.79
10/12/16,110.3343,111.0532,5239.02
10/13/16,110.3343,111.0239,5213.33
10/14/16,110.3343,110.9403,5214.16
10/15/16,110.3343,110.9364,#N/A
10/16/16,110.3343,110.9429,#N/A
10/17/16,110.3343,110.9399,5199.82
10/18/16,110.3343,111.0161,5243.84
10/19/16,110.3343,111.0548,5246.41
10/20/16,110.3343,111.049,5241.83
10/21/16,110.3343,111.0476,5257.4
10/22/16,110.3343,111.0457,#N/A
10/23/16,110.3343,111.0553,#N/A
10/24/16,110.3343,111.0442,5309.83
10/25/16,110.3343,111.0571,5283.4
10/26/16,110.3343,111.0653,5250.27
10/27/16,110.3343,111.1192,5215.97
10/28/16,110.3343,111.1018,5190.1
10/29/16,110.3343,111.0619,#N/A
10/30/16,110.3343,111.095,#N/A
10/31/16,110.3343,111.099,5189.13
11/1/16,110.4719,111.0856,5153.58
11/2/16,110.4719,111.0818,5105.57
11/3/16,110.4719,111.0779,5058.41
11/4/16,110.4719,111.0742,5046.37
11/5/16,110.4719,111.0692,#N/A
11/6/16,110.4719,111.0594,#N/A
11/7/16,110.4719,111.0539,5166.17
11/8/16,110.4719,111.0648,5193.49
11/9/16,110.4719,111.0491,5251.07
11/10/16,110.4719,111.0517,5208.8
11/11/16,110.4719,111.0472,5237.11
11/12/16,110.4719,111.0344,#N/A
11/13/16,110.4719,111.0146,#N/A
11/14/16,110.4719,111.0067,5218.4
11/15/16,110.4719,111.0132,5275.62
11/16/16,110.4719,111.0072,5294.58
11/17/16,110.4719,110.9782,5333.97
11/18/16,110.4719,110.9718,5321.51
11/19/16,110.4719,110.9696,#N/A
11/20/16,110.4719,110.951,#N/A
11/21/16,110.4719,110.9434,5368.86
11/22/16,110.4719,110.9285,5386.35
11/23/16,110.4719,110.9164,5380.68
11/24/16,110.4719,110.8821,#N/A
11/25/16,110.4719,110.8812,5398.92
11/26/16,110.4719,110.9122,#N/A
11/27/16,110.4719,110.9501,#N/A
11/28/16,110.4719,110.9679,5368.81
11/29/16,110.4719,111.0033,5379.92
11/30/16,110.4719,111.0215,5323.68
12/1/16,110.3001,111.0126,5251.11
12/2/16,110.3001,111.0138,5255.65
12/3/16,110.3001,111.0376,#N/A
12/4/16,110.3001,111.0828,#N/A
12/5/16,110.3001,111.0785,5308.89
12/6/16,110.3001,111.0862,5333
12/7/16,110.3001,111.0915,5393.76
12/8/16,110.3001,111.1026,5417.36
12/9/16,110.3001,111.0803,5444.5
12/10/16,110.3001,111.0809,#N/A
12/11/16,110.3001,111.077,#N/A
12/12/16,110.3001,111.0953,5412.54
12/13/16,110.3001,111.0981,5463.83
12/14/16,110.3001,111.1176,5436.67
12/15/16,110.3001,111.1258,5456.85
12/16/16,110.3001,111.1414,5437.16
12/17/16,110.3001,111.1601,#N/A
12/18/16,110.3001,111.1951,#N/A
12/19/16,110.3001,111.2132,5457.44
12/20/16,110.3001,111.2431,5483.94
12/21/16,110.3001,111.2668,5471.43
12/22/16,110.3001,111.2872,5447.42
12/23/16,110.3001,111.2895,5462.69
12/24/16,110.3001,111.2958,#N/A
12/25/16,110.3001,111.3362,#N/A
12/26/16,110.3001,111.3713,#N/A
12/27/16,110.3001,111.3753,5487.44
12/28/16,110.3001,111.3687,5438.56
12/29/16,110.3001,111.3957,5432.09
12/30/16,110.3001,111.4098,5383.12
12/31/16,110.3001,111.4366,#N/A
